;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genre;themes;demographic;duration;rating;score;ranked;popularity;members;favorites;genres;platforms;synopsis;theme
74;Ani x Para: Anata no Hero wa Dare desu ka;https://myanimelist.net/anime/37290/Ani_x_Para__Anata_no_Hero_wa_Dare_desu_ka;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;アニ×パラ〜あなたのヒーローは誰ですか〜;Special;16;Currently Airing;Nov 10, 2017 to Mar 12, 2023;;;['NHK', 'NHK Enterprises'];None found, add some;Nippon Animation, Gallop, TMS Entertainment, SynergySP, DLE;Original;;Educational;;5 min. per ep.;G - All Ages;6.49;#6713;#12042;1,109;2;;[];NHK specials on parasports. The first episode covers blind soccer, with character designs by Yoichi Takahashi (from the Captain Tsubasa fame). And the second episode covers a female sprinter with a prosthetic leg, with character designs by Eisaku Kubonouchi (from the Hungry Days: Aoharu ka yo. fame). The specials featured interviews, coverage of the Paralympics, and an animated segment. This MAL entry will cover only the animated segment.;Anime x Parasport;Sports;
75;Maabou no Daikyousou;https://myanimelist.net/anime/6840/Maabou_no_Daikyousou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;マー坊の大競争;Movie;1;Finished Airing;1936;;;['None found', 'add some'];None found, add some;None found, add some;Original;['Comedy', 'Sports'];;;1 min.;G - All Ages;4.57;#13506;#12113;1,085;0;;[];A boy competes in various events during the Olympic games. Short film from 1936.;Mabo no Daikyoso;;
76;Doubutsu Mura no Sports Day;https://myanimelist.net/anime/5872/Doubutsu_Mura_no_Sports_Day;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;動物村のスポーツデー;Movie;1;Finished Airing;1932;;;['None found', 'add some'];None found, add some;None found, add some;Original;['Action', 'Sports'];;;8 min.;G - All Ages;5.00;#12997;#12227;1,038;2;;[];Short movie from 1932.;Dobutsu-mura no Sports Day, Taiiku Day;;
77;Kinnikuman: Ooabare! Seigi Choujin;https://myanimelist.net/anime/3274/Kinnikuman__Ooabare_Seigi_Choujin;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;キン肉マン 大暴れ！正義超人;Movie;1;Finished Airing;Dec 22, 1984;;;['None found', 'add some'];None found, add some;Toei Animation;Unknown;['Action', 'Comedy', 'Sports'];Combat Sports;Shounen;48 min.;PG-13 - Teens 13 or older;6.16;#8624;#12233;1,036;0;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Kinnikuman: Dai Abareru! Seigi Choujin, Kinnikuman: Great Riot! Justice Superman, Kinnikuman: Daiabare! Segi Choujin;;
78;Boyfriend;https://myanimelist.net/anime/10435/Boyfriend;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;ボ～イ フレンド;Special;1;Finished Airing;Feb 11, 1992;;;['Toshiba EMI'];None found, add some;Magic Bus;Manga;['Romance', 'Sports'];;Shoujo;1 hr. 54 min.;PG-13 - Teens 13 or older;5.61;#11242;#12243;1,033;1;;[];Takatou Masaki is the second youngest of four sons, and seemingly a delinquent by nature. His hot temper has put a wedge between himself and his strict father, gotten him kicked out of one school, and tossed him at a school notoriously horrible for the one thing he's truly good at, basketball. A chance encounter with the willful Yuuki Kanako may serve as a catalyst for change, as the indefinable connection she feels with him draws them together...  (Source: Storm in Heaven);;;
79;Play Ball;https://myanimelist.net/anime/3768/Play_Ball;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;プレイボール;TV;13;Finished Airing;Jul 5, 2005 to Sep 27, 2005;Summer 2005;Unknown;['Magic Bus'];None found, add some;Eiken;Manga;['Action', 'Sports'];Team Sports;Shounen;24 min. per ep.;G - All Ages;6.19;#8411;#12246;1,029;1;;[];After fracturing a finger in a junior high school game, Takao Taniguchi is unable to play baseball. After entering Sumitani High School, he is constantly watching the baseball club even though he is unable to play. He catches the eye of the captain of the soccer club, and while he still has lingering hopes of joining the baseball club, he decides to join the soccer club.  While he's a complete beginner, Taniguchi developed a strong spirit of hard work while in junior high school and his new teammates begin to see his potential. While he focuses all of his energy on soccer, he is unable to forget his youthful zeal for baseball and he begins umpiring baseball games in secret.  (Source: Wikipedia);Playball;;
80;Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi;https://myanimelist.net/anime/3280/Kinnikuman__Kessen_Shichinin_no_Choujin_tai_Uchuu_Nobushi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;キン肉マン 決戦!7人の超人vs宇宙野武士;Special;1;Finished Airing;Jul 4, 1984;;;['None found', 'add some'];None found, add some;Toei Animation;Manga;['Action', 'Comedy', 'Sports'];Combat Sports;Shounen;1 hr. 12 min.;PG-13 - Teens 13 or older;6.29;#7905;#12303;1,011;1;;[];A TV Special first aired in 1984. It covers the Planet Rakka story arc and takes place after the 21st Choujin Olympics Arc. A young boy from Planet Rakka named Beansman asks Kinnikuman and the others to help save his planet from the Space Samurais led by Black King. The story was a parody of The Seven Samurai.  (Source: Kinnikuman Wiki);Kinnikuman: Showdown! The Seven Justice Supermen vs. The Space Samurais;;
81;Kick no Oni;https://myanimelist.net/anime/3870/Kick_no_Oni;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;キックの鬼;TV;26;Finished Airing;Oct 2, 1970 to Mar 26, 1971;Fall 1970;Unknown;['None found', 'add some'];None found, add some;Toei Animation;Unknown;;Combat Sports;Shounen;25 min. per ep.;None;6.19;#8448;#12354;997;2;;[];An arrogant karate master named Tadashi Sawamura enters the kickboxing ring to prove his superiority, only to be beaten into a coma by a practictioner of the new art. After recovering, his trainer Endo convinced Sawamura to study kickboxing in order to regain his honor. The series is loosely based on the real-life exploits of champion kickboxer Tadashi Sawamura.  (Source: ANN);Kicking Demon, Sawamura, Kickboxing Demon;Sports;
82;Tiger Mask (Movie);https://myanimelist.net/anime/18061/Tiger_Mask_Movie;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;タイガーマスク;Movie;1;Finished Airing;Mar 17, 1970;;;['None found', 'add some'];None found, add some;None found, add some;Manga;;Combat Sports;Shounen;47 min.;PG-13 - Teens 13 or older;6.16;#8589;#12393;986;1;;[];Re-edit of Episode 9&10.;;Sports;
83;Nine: Original-ban;https://myanimelist.net/anime/9242/Nine__Original-ban;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;ナイン オリジナル版;Movie;1;Finished Airing;Sep 16, 1983;;;['Fuji TV'];None found, add some;Group TAC;Manga;['Romance', 'Sports'];;Shounen;1 hr. 10 min.;PG-13 - Teens 13 or older;6.02;#9364;#12442;973;0;['School', 'Team Sports'];[];Cinema adaption of the manga by Mitsuru Adachi.;;;
84;Oira no Ski;https://myanimelist.net/anime/23759/Oira_no_Ski;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;おい等のスキー;Movie;1;Finished Airing;Mar 7, 1930;;;['None found', 'add some'];None found, add some;None found, add some;Original;['Comedy', 'Sports'];;;9 min.;G - All Ages;5.10;#12842;#12446;973;0;;[];Animated short features bunnies and tanuki having wacky hijinks while going skiing.;;;
85;Gegege no Kitarou: Obake Nighter;https://myanimelist.net/anime/8156/Gegege_no_Kitarou__Obake_Nighter;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;ゲゲゲの鬼太郎　おばけナイター;Movie;1;Finished Airing;Mar 8, 1997;;;['None found', 'add some'];None found, add some;Toei Animation;Manga;['Sports', 'Supernatural'];Mythology;;30 min.;G - All Ages;6.10;#8944;#12458;970;1;;[];Like the other 1990s Kitaro mini-movies, this is a remake of a story that’s already been done in the anime, but like every Kitaro remake this is a very different take on the story. In this case it’s a remake of the baseball story that was featured in the very first episode of the original series from 1968.  (Source: TSHS);Gegege no Kitaro: Obake Nighter;;
86;Apache Yakyuugun;https://myanimelist.net/anime/3844/Apache_Yakyuugun;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;アパッチ野球軍;TV;26;Finished Airing;Oct 6, 1971 to Mar 29, 1972;Fall 1971;Wednesdays at 19:30 (JST);['None found', 'add some'];None found, add some;Toei Animation;Manga;['Action', 'Sports'];;;25 min. per ep.;G - All Ages;6.16;#8593;#12461;968;2;['School', 'Team Sports'];[];A former baseball star who suffered a career crippling injury takes over as coach of a team of misfits in a poor village high school.  (Source: AniDB);;;
87;Go-Q-Choji Ikkiman;https://myanimelist.net/anime/3433/Go-Q-Choji_Ikkiman;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;剛Q超児イッキマン;TV;32;Finished Airing;Apr 13, 1986 to Nov 23, 1986;Spring 1986;Unknown;['None found', 'add some'];None found, add some;Toei Animation;Manga;['Sci-Fi', 'Sports'];Team Sports;;24 min. per ep.;G - All Ages;6.57;#6201;#12465;964;0;;[];"Ikkiman is super human alien, but he doesn't know it. He was raised in a farm by an old couple. When his girlfriend dumps him to become a star, Ikkiman swears to himself that he will become a super star even more famous than her so they can get back together, and so he leaves the farm for the city. There, he interrupts the match of the Battle-ball team ""Blue Planets,"" the battle-ball champions of the earth, and decides to join them with his superhuman discovered abilities. With the Blue planets, Ikkiman will play against alien enemy's for the title of champion and for the sake of the planet Earth.";Gou-Q-Chouji Ikkiman;;
88;Hi☆sCoool! SeHa Girls Special;https://myanimelist.net/anime/34323/Hi%E2%98%86sCoool_SeHa_Girls_Special;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;第54回 ハンパじゃノー！全力でグー！優勝するのはオンリーユー！すべての学校行事を過去にする！セハガガ学園体育祭;Special;1;Finished Airing;Nov 3, 2016;;;['Sega'];None found, add some;TMS Entertainment;Other;['Comedy', 'Sports'];;;14 min.;PG-13 - Teens 13 or older;6.08;#9055;#12491;959;1;['School', 'Video Game'];[];The special episode was bundled with the complete series DVD set and focuses on a school sports festival.;Sega Hard Girls OVA, SeHa Girls Episode 14, Dai-54-Kai Hanpa Jano! Zenryoku de Guu! Yūshō Suru no wa Only You! Subete no Gakkou Gyouji o Kako ni Suru! SeHaGaga Gakuen Taiikusai;;
89;Tiger Mask Fuku Men League Sen;https://myanimelist.net/anime/18063/Tiger_Mask_Fuku_Men_League_Sen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;タイガーマスク ふく面リーグ戦;Movie;1;Finished Airing;Jul 19, 1970;;;['None found', 'add some'];None found, add some;Toei Animation;Manga;;Combat Sports;Shounen;53 min.;PG-13 - Teens 13 or older;6.11;#8876;#12495;958;1;;[];Summary of episode 23 to 26.;;Sports;
90;Fei Ba! Lanqiu;https://myanimelist.net/anime/48536/Fei_Ba_Lanqiu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;飞吧！篮球;ONA;Unknown;Not yet aired;Not available;;;['None found', 'add some'];None found, add some;Reiki Eyes Animation;Original;['Comedy', 'Sports'];;;Unknown;PG-13 - Teens 13 or older;N/A;N/A;#12537;945;2;['School', 'Team Sports'];[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Fly! Basketball;;
91;Gekitou! Crush Gear Turbo: Kaizabaan no Chousen;https://myanimelist.net/anime/19271/Gekitou_Crush_Gear_Turbo__Kaizabaan_no_Chousen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;激闘!クラッシュギアTURBO カイザバーンの挑戦;Movie;1;Finished Airing;Jul 20, 2002;;;['Bandai Visual', 'Lantis', 'Toei Video'];None found, add some;Sunrise;Unknown;;;;20 min.;G - All Ages;6.35;#7548;#12555;938;1;;[];The very first Gear even made in the world is stolen. The gear, named Kaiservern, beats the prize winners of the Australia convention one after another. Kouya and Manganji, which won a prize in the Asia Convention, become targets too. When the unidentified gear fighter who handles Kaiservern appears in front of Kouya and Manganji, the two boys decide to fight together to win victory over their enemy.  (Source: Sunrise);Crush Gear Turbo The Movie;Sports;
92;Dallyeola Hani;https://myanimelist.net/anime/17092/Dallyeola_Hani;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;달려라 하니;TV;13;Finished Airing;Aug 14, 1988 to Nov 20, 1988;Summer 1988;Unknown;['KBS'];None found, add some;Daewon Media;Unknown;;;;28 min. per ep.;G - All Ages;6.27;#7991;#12653;910;1;;[];Hany is a small tomboy and slightly troublesome teenager who lives life a bit carelessly on her own since her Father lives abroad due to work in the Middle East and her Mother died when she was very small. The only thing Hany is very good at is running~ fast! Hong Du-kke is a new track and field coach of her school and takes notice in her talent and gets her to train with him.  (Source: Cute in Korea);Run Hany;Sports;
93;Kidou Senshi Gakuen: G-Reco Koushien;https://myanimelist.net/anime/34519/Kidou_Senshi_Gakuen__G-Reco_Koushien;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;モビルスーツ学園「Ｇ-レコ甲子園」;Special;9;Finished Airing;Dec 25, 2014 to Aug 26, 2015;;;['None found', 'add some'];None found, add some;Studio PuYUKAI;Original;['Comedy', 'Sports'];;;4 min. per ep.;PG - Children;5.34;#12214;#12683;900;0;['Mecha', 'Parody'];[];Short specials bundled with the Blu-ray volumes.;;;
94;King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato;https://myanimelist.net/anime/38646/King_of_Prism__Shiny_Seven_Stars_II_-_Kakeru_x_Joji_x_Minato;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;KING OF PRISM -Shiny Seven Stars- II カケルxジョージxミナト;Movie;1;Finished Airing;Mar 23, 2019;;;['None found', 'add some'];None found, add some;Tatsunoko Production;Original;;;Shoujo;Unknown;PG-13 - Teens 13 or older;N/A;#20676;#12685;899;2;['Idols (Male)', ''];[];The second movie in the four-part King of Prism: Shiny Seven Stars movie series.;;Sports;
95;Attack No.1: Namida no Kaiten Receive;https://myanimelist.net/anime/9165/Attack_No1__Namida_no_Kaiten_Receive;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;アタックNo.1 涙の回転レシーブ;Movie;1;Finished Airing;Aug 1, 1970;;;['Tokyo Movie Shinsha'];None found, add some;None found, add some;Unknown;['Drama', 'Sports'];Team Sports;Shoujo;1 hr.;PG-13 - Teens 13 or older;6.13;#8780;#12692;894;0;;[];The 2nd Attack No.1 recap film. This covers episode 7-14 of the original TV series.;Attack No.1 Movie 2;;
