;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;themes;duration;rating;score;ranked;popularity;members;favorites;demographic;platforms;synopsis;theme
83;Lingerie Senshi Papillon Rose;https://myanimelist.net/anime/1995/Lingerie_Senshi_Papillon_Rose;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Lingerie Soldier Papillon Rose;ランジェリー戦士パピヨンローゼ;OVA;1;Finished Airing;Apr 25, 2003;['None found', 'add some'];Maiden Japan;Studio Kelmadick;Other;['Sci-Fi', 'Ecchi'];;24 min.;R+ - Mild Nudity;4.61;#13476;#6495;7,952;6;['Mahou Shoujo', 'Parody'];[];Tsubomi is a savvy and horny school girl who works at a lingerie club, a gentlemen's bar where scantily clad young women serve drinks to the patrons. She is useless at her job but is blackmailing her boss so she won't get fired. One day she runs into a gorgeous young man who she takes to bed. She meets into a perverted talking cat with a butterfly on its forehead, who recruits her to be a magical soldier. She has to fight off a dominatrix elf woman called Beene, a minion of Regina Apis, a matriarch bent on chaos and forming her new Dynasty. Tsubomi is learning of her powers when she is rescued by an oddly familiar masked man, known only as Dandelion. The plot of this anime is completely farcical and parodies the magical girl genre and Sailor Moon in particular.  (Source: ANN);;;;
84;Dream Hunter Rem;https://myanimelist.net/anime/4003/Dream_Hunter_Rem;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;DREAM HUNTER 麗夢;OVA;4;Finished Airing;Dec 15, 1985 to Feb 25, 1987;['Project Team Eikyuu Kikan'];None found, add some;Anime R;Original;['Action', 'Fantasy', 'Mystery', 'Ecchi'];;40 min. per ep.;R - 17+ (violence & profanity);6.29;#7899;#6504;7,933;19;['Mahou Shoujo', 'Mythology'];[];Rem is an ordinary woman in our world but, in the world of dreams, she becomes a dream warrior, defending humanity from the evils there. When dream demons reach the waking world, she fights them with the help of her pets which transform into a tiger and wolf.;;;;
85;Getsumen To Heiki Mina;https://myanimelist.net/anime/1865/Getsumen_To_Heiki_Mina;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Getsumen Usagi Heiki Miina, Lunar Bunny Weapon Mina, Getsumen To Heiki Miina;月面兎兵器ミーナ;TV;11;Finished Airing;Jan 14, 2007 to Mar 25, 2007;['Pony Canyon', 'Studio Tulip', 'Sony Music Entertainment', 'Sotsu Music Publishing'];None found, add some;Gonzo;Other;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];;23 min. per ep.;PG-13 - Teens 13 or older;6.28;#7933;#6508;7,932;13;['Parody', 'Super Power'];[];An animated spin-off from the Densha Otoko (Trainman) TV drama.  In the drama, actor Itoh Atsushi plays the otaku Yamada, whose main love in life is the Mina anime, a cutesy busty heroine with floppy rabbit ears and carrots sticking out her rear.  Mina itself is a character homage which triggers back to the Daicon Animation done by GAINAX where a similar nameless bunny girl appeared. Densha Otoko futher featured an opening with scenes which were appearing back in the Daicon Animation.  (Source: AniDB);Winter 2007;Unknown;;
86;Kenzen Robo Daimidaler Specials;https://myanimelist.net/anime/23735/Kenzen_Robo_Daimidaler_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Kenzen Robo Daimidaler OVA, Kenzen Mini OVA;健全ミニOVA;Special;6;Finished Airing;Jul 25, 2014 to Dec 24, 2014;['Genco'];Funimation;TNK;Manga;['Comedy', 'Ecchi'];Seinen;3 min. per ep.;R+ - Mild Nudity;6.12;#8846;#6510;7,929;0;;[];Mini-OVA specials bundled with each Blu-ray/DVD volume of Kenzen Robo Daimidaler.;;;Mecha;
87;Sekai de Ichiban Tsuyoku Naritai! Specials;https://myanimelist.net/anime/21009/Sekai_de_Ichiban_Tsuyoku_Naritai_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Wanna Be The Strongest in the World Specials, SekaTsuyo Specials;世界でいちばん強くなりたい!;Special;6;Finished Airing;Dec 12, 2013 to May 12, 2014;['Movic', 'Earth Star Entertainment'];Funimation;Arms;Unknown;['Action', 'Sports', 'Ecchi'];;4 min. per ep.;R+ - Mild Nudity;5.69;#10905;#6511;7,929;5;;[];"Short specials included on the BD/DVD volumes of ""Sekai de Ichiban Tsuyoku Naritai!""";;;Combat Sports;
88;Outlanders;https://myanimelist.net/anime/1940/Outlanders;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;アウトランダーズ;OVA;1;Finished Airing;Dec 16, 1986;['Tatsunoko Production'];Central Park Media;AIC;Manga;['Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];Shounen;51 min.;R - 17+ (violence & profanity);5.85;#10191;#6565;7,744;21;;[];In the midst of a violent invasion of Earth by unknown alien forces, photojournalist Wakatsuki Tetsuya comes across a scantily-clad alien woman, cutting a swath of death through the Terran ranks with her sword. After a chaotic struggle, Tetsuya is knocked unconscious, only to awaken aboard her starship. To his surprise, she turns out to be Kahm, the invaders' princess - and she has picked Tetsuya for a starring role in her upcoming wedding. As the groom...  (Source: ANN);;;;
89;Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!;https://myanimelist.net/anime/7774/Shin_Koihime%E2%80%A0Musou__Gunyuu_Minami_no_Shima_de_Bakansu_wo_Suru_no_Koto_-_Ato_Porori_mo_Aru_yo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Shin Koihime†Musou OVA;真 恋姫†無双 群雄, 南の島でバカンスをするのこと~あと, ポロリもあるよ! ~;OVA;1;Finished Airing;Jul 7, 2010;['Marvelous'];Sentai Filmworks;Doga Kobo;Visual novel;['Comedy', 'Fantasy', 'Ecchi'];;25 min.;R+ - Mild Nudity;6.65;#5776;#6570;7,736;3;;['HIDIVE'];The story takes place at St. Francesca Academy. After the battle between the students ended, they all go to a southern island.;;;;
90;Sin: Nanatsu no Taizai Zange-roku Specials;https://myanimelist.net/anime/35418/Sin__Nanatsu_no_Taizai_Zange-roku_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Sin: Nanatsu no Taizai - Records of Confessions, Sin: Nanatsu no Taizai Zangeroku;sin 七つの大罪 ショートアニメ「懺悔録」;Special;7;Finished Airing;Jun 28, 2017 to Dec 20, 2017;['None found', 'add some'];None found, add some;Artland, TNK;Other;['Fantasy', 'Ecchi'];;1 min. per ep.;R+ - Mild Nudity;5.92;#9913;#6613;7,610;6;;[];Unaired episodes 13 to 19 of Sin: Nanatsu no Taizai Zange-roku included on BD/DVD releases.;;;;
91;AIKa: Special Trial;https://myanimelist.net/anime/4718/AIKa__Special_Trial;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Agent Aika Special, Agent Aika Episode 4.5, Agent Aika Moving Out;AIKa Special TRIAL;OVA;1;Finished Airing;May 25, 1998;['None found', 'add some'];Bandai Entertainment;Studio Fantasia;Original;;;12 min.;R+ - Mild Nudity;5.61;#11250;#6649;7,507;2;;[];A bonus episode about Aika and company moving to a new office.;;;;Ecchi
92;Vandread: Taidou-hen;https://myanimelist.net/anime/1112/Vandread__Taidou-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Vandread Integral, Vandread The Movement Stage;ヴァンドレッド 胎動篇;OVA;1;Finished Airing;Jan 21, 2001;['Imagine'];Funimation;Gonzo;Original;['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];;1 hr. 18 min.;PG-13 - Teens 13 or older;6.77;#5112;#6661;7,476;5;['Mecha', 'Space'];[];Vandread The First Stage (season one) was immediately followed up by this OVA. This OVA, also known as Vandread Taidouhen Stage (The Movement Stage) was a recap of the first 13 episodes with additional footage. So, Vandread Taidouhen is not really a bridge between Vandread The First Stage and Vandread The Second Stage (season two). It was made to bring new viewers up to date as to what happened during the first season  (Source: AniDB);;;;
93;Vandread: Gekitou-hen;https://myanimelist.net/anime/1111/Vandread__Gekitou-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Vandread Intense Fighting Volume, Vandread Turbulence;ヴァンドレッド　激闘篇;OVA;1;Finished Airing;Oct 25, 2002;['None found', 'add some'];Funimation;Gonzo;Original;['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];;1 hr. 26 min.;PG-13 - Teens 13 or older;6.88;#4597;#6671;7,459;3;['Mecha', 'Space'];[];Vandread Gekitouhen (Vandread Turbulence), similiar to Vandread Taidouhen, is an OVA summary of Vandread the Second Stage plus several extra scenes  (Source: AniDB);;;;
94;Kandagawa Jet Girls: Koko kara Hajimaru Tokyo Girls Promotion;https://myanimelist.net/anime/41146/Kandagawa_Jet_Girls__Koko_kara_Hajimaru_Tokyo_Girls_Promotion;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Kandagawa Jet Girls OVA;神田川JET GIRLS ここから始まる東京ガールズプロモーション;OVA;1;Finished Airing;Jan 24, 2020;['None found', 'add some'];Sentai Filmworks;TNK;Mixed media;;;22 min.;PG-13 - Teens 13 or older;5.66;#11052;#6674;7,445;5;;[];OVA which was released as a tie-in to the Kandagawa Jet Girls video game for PlayStation 4.;;;Racing;Ecchi
95;Crayon Shin-chan Movie 04: Henderland no Daibouken;https://myanimelist.net/anime/8359/Crayon_Shin-chan_Movie_04__Henderland_no_Daibouken;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Eiga Crayon Shin-chan: Henderland no Daibouken, Crayon Shin-chan: Adventure in Henderland;クレヨンしんちゃん ヘンダーランドの大冒険;Movie;1;Finished Airing;Apr 19, 1996;['TV Asahi'];None found, add some;Shin-Ei Animation;Manga;['Adventure', 'Ecchi'];Seinen;1 hr. 37 min.;G - All Ages;7.25;#2820;#6675;7,444;12;;[];A modern horror style fantasy depicting a laughable adventure in Gunma Hender Land, the largest theme park in the north areas around Tokyo. Nohara family fight with Toppema Muppet (a talking doll from Magic World) against two gay 'witch' men Makao and Joma, who came from Another World and try to invade the Real World.  (Source: Manabu Tsuribe);;;;
96;Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!;https://myanimelist.net/anime/2784/Gift__Eternal_Rainbow_-_Ki_no_Saka_Ryokan_Kiki_Ippatsu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Gift: Eternal Rainbow Special, Gift Eternal Rainbow: Another Gift! - Crisis at the Konosaka Inn!!;ギフト～eternal rainbow～ 木之坂旅館 危機一髪!!;Special;1;Finished Airing;Jun 22, 2007;['None found', 'add some'];None found, add some;OLM;Visual novel;['Comedy', 'Romance', 'Ecchi'];;23 min.;PG-13 - Teens 13 or older;6.69;#5582;#6719;7,283;3;;[];Haruhiko, Riko, Yukari, Chisa and Rinka are trying to help Kirino save her family's inn from bankruptcy due to their newest rival, Hotel Moonstone. As a result, they decided that creating high-class cuisine was the best method in order to help the Konosaka Inn attract customers. However, in the process of creating this high-class cuisine Yukari, Chisa and Rinka mysteriously and instantaneously develop overpowering feelings towards Haruhiko and end up vigorously competing for him. Unfortunately, for Haruhiko this harem contains mixes of both heaven and hell.;;;Harem;
97;Renkin San-kyuu Magical? Pokaan Specials;https://myanimelist.net/anime/1489/Renkin_San-kyuu_Magical_Pokaan_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Renkin San-kyuu Magical? Pokaan OVA, Magipoka, Renkin Sankyu Magical? Pokan, Renkin 3-kyuu Magical? Pokan;錬金3級 まじかる?ぽか〜ん;Special;3;Finished Airing;Jun 23, 2006 to Oct 25, 2006;['Genco', 'Lantis', 'Media Factory'];None found, add some;Remic;Original;['Comedy', 'Ecchi'];;13 min. per ep.;R+ - Mild Nudity;6.88;#4617;#6740;7,223;3;['CGDCT', 'Parody', 'Vampire'];[];DVD specials.;;;;
98;Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen;https://myanimelist.net/anime/5025/Dengeki_Oshioki_Musume_Gootaman__Gootaman_Tanjou-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Butt Attack Punisher Girl Gotaman;臀撃おしおき娘ゴータマン～ゴータマン誕生篇;OVA;1;Finished Airing;May 24, 1994;['Movic'];None found, add some;animate Film, Studio Kikan;Manga;['Action', 'Comedy', 'Girls Love', 'Ecchi'];;45 min.;R+ - Mild Nudity;5.19;#12619;#6782;7,107;11;['Parody', 'School'];[];"Mari Amachi is a very devout Christian who transfers to Perfect Religion Academy. A school devoted to all religions of the world in effort to make it's students the next world leaders in religion. Her friend Saori is kidnapped by the Black Buddha cult; a group who wishes to take away religious freedom though force and brainwashing. Mari prays to God for help but Buddha answers the call, instead! Mari aspires only to help her friend and she is transformed into Butt Attack Punisher Girl Gotaman. Between fighting bad guys, making a deal with Buddha, and wearing scandalous costumes, is it more than Mari can take?";;;;
99;Fight Ippatsu! Juuden-chan!! Specials;https://myanimelist.net/anime/7744/Fight_Ippatsu_Juuden-chan_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;ファイト一発！充電ちゃん！！;Special;6;Finished Airing;Dec 18, 2009 to May 21, 2010;['None found', 'add some'];Media Blasters;Studio Hibari;Manga;['Comedy', 'Sci-Fi', 'Ecchi'];Seinen;6 min. per ep.;R+ - Mild Nudity;6.53;#6491;#6787;7,092;3;;[];Special side stories included with the DVD version of Fight Ippatsu! Juuden-chan!!;;;;
0;White Album 2 Picture Drama;https://myanimelist.net/anime/28227/White_Album_2_Picture_Drama;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;WA2 Picture Drama;ホワイトアルバム２　ピクチャードラマ「祭りの、ほんのちょっと前」;Special;2;Finished Airing;May 28, 2014;['Starchild Records'];None found, add some;Satelight;Visual novel;['Drama', 'Ecchi'];6 min. per ep.;R+ - Mild Nudity;5.91;#9957;#6800;7,076;4;;;[];Two picture drama episodes included in the last Blu-ray volume of the TV series.;;;;
1;Jungle de Ikou!;https://myanimelist.net/anime/2524/Jungle_de_Ikou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Jungre de Ikou!, Let's Go Jungle!, Let's Go to the Jungle!;ジャングルDEいこう!;OVA;3;Finished Airing;Mar 26, 1997 to Sep 26, 1997;['Movic'];Media Blasters;Studio Fantasia, Chaos Project;Original;['Action', 'Adventure', 'Comedy', 'Ecchi'];28 min. per ep.;PG-13 - Teens 13 or older;5.31;#12307;#6801;7,071;8;;;[];After meeting a dancing old man in what she thinks is just a crazy dream, a preteen schoolgirl embarks on a series of fanservice-filled magical girl adventures with a little creature named Ongo who might be evil and a shy girl with mysterious powers named Nami.  (Source: ANN);Mahou Shoujo;;;
2;Seihou Bukyou Outlaw Star Specials;https://myanimelist.net/anime/33713/Seihou_Bukyou_Outlaw_Star_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Future Hero Next Generation Outlaw Star, Starward Warrior Knight Outlaw Star;星方武侠アウトロースター;Special;2;Finished Airing;Dec 18, 1998 to Apr 25, 1999;['Sotsu', 'Victor Entertainment'];Funimation, Bandai Entertainment;Sunrise;Manga;['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];25 min. per ep.;R+ - Mild Nudity;7.07;#3746;#6818;7,037;3;;;[];Unaired episodes of Seihou Bukyou Outlaw Star included in the eighth and twelfth volumes of the VHS, designated as episodes 16 and 23.;;;;
3;Abunai Sisters: Koko & Mika;https://myanimelist.net/anime/5877/Abunai_Sisters__Koko___Mika;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;ABUNAI SISTERS -KOKO & MIKA-;OVA;10;Finished Airing;Jan 15, 2009 to Mar 5, 2009;['Pony Canyon', 'Fuji TV'];None found, add some;Production I.G;Original;['Action', 'Comedy', 'Ecchi'];3 min. per ep.;R+ - Mild Nudity;2.52;#13761;#6838;6,989;39;;;[];Computer-animated gag shorts about two female agents.;;;;
4;Arcade Gamer Fubuki;https://myanimelist.net/anime/1596/Arcade_Gamer_Fubuki;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;アーケードゲーマーふぶき;OVA;4;Finished Airing;Feb 25, 2002 to Jan 25, 2003;['Bandai Visual', 'Lantis'];Central Park Media;Shaft;Manga;['Action', 'Comedy', 'Sports', 'Ecchi'];29 min. per ep.;PG-13 - Teens 13 or older;5.27;#12412;#6860;6,941;8;['Parody', 'Super Power', 'Video Game'];;[];Fubuki Sakuragasaki is a powerful gamer who, with the power of her Passion Panties, climbs up the ranks of the BAG (Best of Arcade Gamer) tournament to become the greatest Arcade Gamer in the world. However, the evil Gulasic Group is out to conquer the world through said tournament, and their gaming skills will prove to be a challenge. Fubuki must team up with the legendary Mr. Mystery to combat the four Gods of Gaming and make the world of arcade gaming safe for all.  (Source: ANN);;;;
